id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
400507,ไชยสอ,Chai So,chai-so,400507,9,40130,16.514,102.140
400501,ชุมแพ,Chum Phae,chum-phae,400501,40,40130,16.526,102.074
400505,ขัวเรียง,Khua Riang,khua-riang,400505,12,40130,16.561,102.214
400503,นาหนองทุ่ม,Na Nong Thum,na-nong-thum,400503,13,40290,16.767,101.980
400509,นาเพียง,Na Phiang,na-phiang,400509,15,40130,16.490,102.270
400502,โนนหัน,Non Han,non-han,400502,10,40290,16.603,102.019
400512,โนนสะอาด,Non Sa-at,non-sa-at,400512,9,40290,16.576,101.999
400504,โนนอุดม,Non Udom,non-udom,400504,11,40130,16.505,102.231
400510,หนองเขียด,Nong Khiat,nong-khiat,400510,10,40290,16.658,102.014
400506,หนองไผ่,Nong Phai,nong-phai,400506,22,40130,16.565,102.147
400511,หนองเสาเล้า,Nong Sao Lao,nong-sao-lao,400511,10,40130,16.586,102.298
400508,วังหินลาด,Wang Hin Lat,wang-hin-lat,400508,12,40130,16.625,102.093
