id,name.local,name.en,name.slug,code.id,zip_codes,geo.lat,geo.lon
610701,ลานสัก,Lan Sak,lan-sak-610701,610701,61160,15.486,99.544
610705,น้ำรอบ,Nam Rop,nam-rop-610705,610705,61160,15.534,99.605
610703,ป่าอ้อ,Pa O,pa-o-610703,610703,61160,15.408,99.519
610702,ประดู่ยืน,Pradu Yuen,pradu-yuen-610702,610702,61160,15.452,99.643
610704,ระบำ,Rabam,rabam-610704,610704,61160,15.538,99.336
610706,ทุ่งนางาม,Thung Na Ngam,thung-na-ngam-610706,610706,61160,15.385,99.61
