id,name.local,name.en,name.slug,code.id,children_count.subdistrict,geo.lat,geo.lon
9411,กะพ้อ,Kapho,kapho-9411,9411,3,6.603,101.554
9402,โคกโพธิ์,Khok Pho,khok-pho-9402,9402,12,6.701,101.116
9412,แม่ลาน,Mae Lan,mae-lan-9412,9412,3,6.677,101.266
9408,ไม้แก่น,Mai Kaen,mai-kaen-9408,9408,4,6.627,101.64
9405,มายอ,Mayo,mayo-9405,9405,13,6.749,101.357
9401,เมืองปัตตานี,Mueang Pattani,mueang-pattani-9401,9401,13,6.87,101.256
9403,หนองจิก,Nong Chik,nong-chik-9403,9403,12,6.858,101.158
9404,ปะนาเระ,Panare,panare-9404,9404,10,6.838,101.477
9407,สายบุรี,Sai Buri,sai-buri-9407,9407,11,6.764,101.591
9406,ทุ่งยางแดง,Thung Yang Daeng,thung-yang-daeng-9406,9406,4,6.605,101.448
9410,ยะรัง,Yarang,yarang-9410,9410,12,6.717,101.299
9409,ยะหริ่ง,Yaring,yaring-9409,9409,18,6.787,101.458
