id,name.th,name.en,name.slug,code.dopa,geo.lat,geo.lon
53010401,บ้านบุ่งวังงิ้ว,Ban Bung Wang Ngio,53010401,53010401,17.61864778299832,100.11215060949326
53010402,บ้านปากคลอง,Ban Pak Khlong,53010402,53010402,17.620686494504195,100.10385453701019
53010403,บ้านหมอนไม้,Ban Mon Mai,53010403,53010403,17.603555488778458,100.10551884770393
53010404,บ้านเกาะไทย,Ban Ko Thai,53010404,53010404,17.594550897036456,100.1113848388195
53010405,บ้านหนองกลาย,Ban Nong Klai,53010405,53010405,17.591735911280725,100.12570783495903
53010406,บ้านบึงหลัก,Ban Bueng Lak,53010406,53010406,17.584502654158907,100.13588145375252
53010407,บ้านห้วยบง,Ban Huai Bong,53010407,53010407,17.591815171243507,100.16659542918205
53010408,บ้านใหม่บุ่งวังงิ้ว,Ban Mai Bung Wang Ngio,53010408,53010408,17.6179728941139,100.12167379260063
