id,name.local,name.en,name.slug,code.id,children_count.subdistrict,geo.lat,geo.lon
3005,บ้านเหลื่อม,Ban Lueam,ban-lueam-3005,3005,4,15.571,102.103
3030,บัวลาย,Bua Lai,bua-lai-3030,3030,4,15.649,102.532
3012,บัวใหญ่,Bua Yai,bua-yai-3012,3012,10,15.486,102.466
3006,จักราช,Chakkarat,chakkarat-3006,3006,8,15.052,102.353
3032,เฉลิมพระเกียรติ,Chaloem Phra Kiat,chaloem-phra-kiat-3032,3032,5,14.975,102.232
3007,โชคชัย,Chok Chai,chok-chai-3007,3007,10,14.714,102.189
3017,ชุมพวง,Chum Phuang,chum-phuang-3017,3017,9,15.184,102.735
3008,ด่านขุนทด,Dan Khun Thot,dan-khun-thot-3008,3008,16,15.157,101.87
3016,ห้วยแถลง,Huai Thalaeng,huai-thalaeng-3016,3016,10,14.985,102.687
3023,แก้งสนามนาง,Kaeng Sanam Nang,kaeng-sanam-nang-3023,3023,5,15.64,102.175
3011,ขามสะแกแสง,Kham Sakaesaeng,kham-sakaesaeng-3011,3011,7,15.424,102.159
3019,ขามทะเลสอ,Kham Thale So,kham-thale-so-3019,3019,5,14.97,101.916
3002,ครบุรี,Khon Buri,khon-buri-3002,3002,12,14.489,102.279
3029,ลำทะเมนชัย,Lam Thamenchai,lam-thamenchai-3029,3029,4,15.36,102.971
3004,คง,Mueang Khong,mueang-khong-3004,3004,10,15.397,102.357
3001,เมืองนครราชสีมา,Mueang Nakhon Ratchasima,mueang-nakhon-ratchasima-3001,3001,23,14.98,102.164
3027,เมืองยาง,Mueang Yang,mueang-yang-3027,3027,4,15.487,102.889
3024,โนนแดง,Non Daeng,non-daeng-3024,3024,4,15.505,102.567
3010,โนนสูง,Non Sung,non-sung-3010,3010,16,15.116,102.287
3009,โนนไทย,Non Thai,non-thai-3009,3009,10,15.226,102.002
3022,หนองบุญมาก,Nong Bunnak,nong-bunnak-3022,3022,9,14.754,102.398
3021,ปากช่อง,Pak Chong,pak-chong-3021,3021,12,14.594,101.53
3014,ปักธงชัย,Pak Thong Chai,pak-thong-chai-3014,3014,16,14.663,102.046
3015,พิมาย,Phimai,phimai-3015,3015,12,15.162,102.403
3028,พระทองคำ,Phra Thong Kham,phra-thong-kham-3028,3028,5,15.311,101.959
3013,ประทาย,Prathai,prathai-3013,3013,13,15.536,102.724
3031,สีดา,Sida,sida-3031,3031,5,15.564,102.588
3020,สีคิ้ว,Sikhio,sikhio-3020,3020,12,14.985,101.75
3003,เสิงสาง,Soeng Sang,soeng-sang-3003,3003,6,14.426,102.429
3018,สูงเนิน,Sung Noen,sung-noen-3018,3018,10,14.909,101.851
3026,เทพารักษ์,Thepharak,thepharak-3026,3026,4,15.349,101.518
3025,วังน้ำเขียว,Wang Nam Khiao,wang-nam-khiao-3025,3025,5,14.574,101.731
