id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
940102,อาเนาะรู,Ano Ru,ano-ru,940102,5,94000,6.870,101.256
940104,บานา,Bana,bana,940104,11,94000,6.866,101.289
940112,บาราเฮาะ,Baraho,baraho,940112,8,94000,6.829,101.267
940108,บาราโหม,Barahom,barahom,940108,3,94000,6.873,101.317
940103,จะบังติกอ,Chabang Tiko,chabang-tiko,940103,4,94000,6.857,101.251
940107,กะมิยอ,Kamiyo,kamiyo,940107,7,94000,6.854,101.318
940106,คลองมานิง,Khlong Maning,khlong-maning,940106,4,94000,6.845,101.293
940109,ปะกาฮะรัง,Paka Harang,paka-harang,940109,8,94000,6.833,101.232
940113,ปุยุด,Puyut,puyut,940113,7,94000,6.811,101.268
940110,รูสะมิแล,Ru Samilae,ru-samilae,940110,6,94000,6.864,101.207
940101,สะบารัง,Sabarang,sabarang,940101,10,94000,6.876,101.251
940111,ตะลุโบะ,Talubo,talubo,940111,9,94000,6.853,101.267
940105,ตันหยงลุโละ,Tanyong Lulo,tanyong-lulo,940105,3,94000,6.877,101.305
