id,name.local,name.en,name.slug,code.id,children_count.subdistrict,geo.lat,geo.lon
7704,บางสะพาน,Bang Saphan,bang-saphan-7704,7704,7,11.227,99.544
7705,บางสะพานน้อย,Bang Saphan Noi,bang-saphan-noi-7705,7705,5,11.063,99.436
7707,หัวหิน,Hua Hin,hua-hin-7707,7707,7,12.592,99.94
7702,กุยบุรี,Kui Buri,kui-buri-7702,7702,6,12.159,99.98
7701,เมืองประจวบคีรีขันธ์,Prachuap Khiri Khan,prachuap-khiri-khan-7701,7701,6,11.805,99.784
7706,ปราณบุรี,Pran Buri,pran-buri-7706,7706,6,12.354,99.932
7708,สามร้อยยอด,Sam Roi Yot,sam-roi-yot-7708,7708,5,12.266,99.946
7703,ทับสะแก,Thap Sakae,thap-sakae-7703,7703,6,11.516,99.627
