id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
940308,บางเขา,Bang Khao,bang-khao,940308,7,94170,6.834,101.130
940309,บางตาวา,Bang Tawa,bang-tawa,940309,2,94170,6.858,101.158
940307,บ่อทอง,Bo Thong,bo-thong,940307,9,94170,6.789,101.135
940304,ดาโต๊ะ,Dato,dato,940304,5,94170,6.717,101.244
940303,ดอนรัก,Don Rak,don-rak,940303,7,94170,6.848,101.220
940302,คอลอตันหยง,Kholo Tanyong,kholo-tanyong,940302,8,94170,6.744,101.222
940301,เกาะเปาะ,Ko Po,ko-po,940301,3,94170,6.815,101.201
940312,ลิปะสะโง,Lipa Sa-ngo,lipa-sa-ngo,940312,5,94170,6.805,101.231
940310,ปุโละปุโย,Pulo Puyo,pulo-puyo,940310,9,94170,6.774,101.194
940306,ท่ากำชำ,Tha Kamcham,tha-kamcham,940306,7,94170,6.826,101.072
940305,ตุยง,Tuyong,tuyong,940305,8,94170,6.832,101.178
940311,ยาบี,Yabi,yabi,940311,6,94170,6.782,101.246
