id,name.local,name.en,name.slug,code.id,children_count.subdistrict,geo.lat,geo.lon
7010,บ้านคา,Ban Kha,ban-kha-7010,7010,3,13.448,99.462
7005,บ้านโป่ง,Ban Pong,ban-pong-7005,7005,15,13.816,99.873
7006,บางแพ,Bang Phae,bang-phae-7006,7006,7,13.654,99.978
7002,จอมบึง,Chom Bueng,chom-bueng-7002,7002,6,13.685,99.521
7004,ดำเนินสะดวก,Damnoen Saduak,damnoen-saduak-7004,7004,13,13.517,99.949
7001,เมืองราชบุรี,Mueang Ratchaburi,mueang-ratchaburi-7001,7001,22,13.593,99.796
7008,ปากท่อ,Pak Tho,pak-tho-7008,7008,12,13.354,99.856
7007,โพธาราม,Photharam,photharam-7007,7007,19,13.695,99.853
7003,สวนผึ้ง,Suan Phueng,suan-phueng-7003,7003,4,13.522,99.42
7009,วัดเพลง,Wat Pleng,wat-pleng-7009,7009,3,13.449,99.872
