id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
440910,บ้านหวาย,Ban Wai,ban-wai,440910,17,44120,15.812,103.294
440904,ดงใหญ่,Dong Yai,dong-yai,440904,16,44120,15.898,103.308
440906,หัวเรือ,Hua Ruea,hua-ruea,440906,21,44120,15.762,103.349
440907,แคน,Khaen,khaen,440907,17,44120,15.875,103.244
440902,ขามป้อม,Kham Pom,kham-pom,440902,16,44120,15.921,103.377
440915,โคกสีทองหลาง,Khok Si Thonglang,khok-si-thonglang,440915,11,44120,15.852,103.312
440909,นาข่า,Na Kha,na-kha,440909,16,44120,15.836,103.193
440908,งัวบา,Ngua Ba,ngua-ba,440908,19,44120,15.955,103.347
440911,หนองไฮ,Nong Hai,nong-hai,440911,17,44120,15.885,103.432
440914,หนองแสน,Nong Saen,nong-saen,440914,10,44120,15.983,103.444
440901,หนองแสง,Nong Saeng,nong-saeng,440901,28,44120,15.829,103.360
440913,หนองทุ่ม,Nong Thum,nong-thum,440913,10,44120,15.875,103.399
440905,โพธิ์ชัย,Pho Chai,pho-chai,440905,12,44120,15.729,103.415
440912,ประชาพัฒนา,Pracha Phatthana,pracha-phatthana,440912,11,44120,15.816,103.419
440903,เสือโก้ก,Suea Kok,suea-kok,440903,20,44120,15.948,103.442
