id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
320711,เบิด,Boet,boet,320711,17,32130,15.268,103.921
320704,ดอนแรด,Don Raet,don-raet,320704,16,32130,15.369,104.014
320703,แก,Kae,kae,320703,15,32130,15.355,103.808
320714,กุดขาคีม,Kut Kha Khim,kut-kha-khim,320714,11,32130,15.407,103.846
320713,น้ำเขียว,Nam Khiao,nam-khiao,320713,13,32130,15.316,103.786
320706,หนองบัวบาน,Nong Bua Ban,nong-bua-ban,320706,15,32130,15.239,103.826
320705,หนองบัวทอง,Nong Bua Thong,nong-bua-thong,320705,9,32130,15.392,103.933
320709,ไผ่,Phai,phai,320709,14,32130,15.324,103.895
320701,รัตนบุรี,Rattanaburi,rattanaburi,320701,17,32130,15.311,103.843
320716,ทับใหญ่,Thap Ya,thap-ya,320716,10,32130,15.410,103.890
320702,ธาตุ,That,that,320702,14,32130,15.317,103.940
320715,ยางสว่าง,Yang Sawang,yang-sawang,320715,11,32130,15.306,103.987
