id,name.th,name.en,name.slug,code.dopa,children_count.subdistricts,children_count.villages,geo.lat,geo.lon
4203,เชียงคาน,Chiang Khan,chiang-khan,4203,8,82,17.763,101.735
4205,ด่านซ้าย,Dan Sai,dan-sai,4205,10,99,17.331,101.142
4213,เอราวัณ,Erawan,erawan,4213,4,47,17.193,101.994
4201,เมืองเลย,Mueang Loei,mueang-loei,4201,14,184,17.493,101.732
4202,นาด้วง,Na Duang,na-duang,4202,4,41,17.432,101.940
4206,นาแห้ว,Na Haeo,na-haeo,4206,5,34,17.485,100.864
4214,หนองหิน,Nong Hin,nong-hin,4214,3,34,17.033,101.879
4204,ปากชม,Pak Chom,pak-chom,4204,6,50,17.700,101.922
4212,ผาขาว,Pha Khao,pha-khao,4212,5,64,17.102,102.052
4210,ภูกระดึง,Phu Kradueng,phu-kradueng,4210,4,54,16.937,101.939
4211,ภูหลวง,Phu Luang,phu-luang,4211,5,46,17.141,101.701
4207,ภูเรือ,Phu Ruea,phu-ruea,4207,6,47,17.460,101.482
4208,ท่าลี่,Tha Li,tha-li,4208,6,41,17.636,101.347
4209,วังสะพุง,Wang Saphung,wang-saphung,4209,10,144,17.296,101.746
