id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
850407,บางใหญ่,Bang Yai,bang-yai,850407,5,85110,10.265,98.757
850406,จ.ป.ร.,Choporo,choporo,850406,11,85110,10.648,98.883
850405,ลำเลียง,Lamliang,lamliang,850405,11,85110,10.287,98.842
850403,มะมุ,Mamu,mamu,850403,8,85110,10.457,98.846
850401,น้ำจืด,Nam Chuet,nam-chuet,850401,9,85110,10.394,98.842
850402,น้ำจืดน้อย,Nam Chuet Noi,nam-chuet-noi,850402,6,85110,10.427,98.793
850404,ปากจั่น,Pak Chan,pak-chan,850404,11,85110,10.575,98.832
