id,name.th,name.en,name.slug,code.dopa,children_count.subdistricts,children_count.villages,geo.lat,geo.lon
3607,บำเหน็จณรงค์,Bamnet Narong,bamnet-narong,3607,7,95,15.484,101.756
3602,บ้านเขว้า,Ban Khwao,ban-khwao,3602,6,88,15.804,101.930
3611,บ้านแท่น,Ban Thaen,ban-thaen,3611,5,66,16.401,102.418
3606,จัตุรัส,Chatturat,chatturat,3606,9,119,15.474,101.805
3612,แก้งคร้อ,Kaeng Khro,kaeng-khro,3612,10,126,16.056,102.074
3604,เกษตรสมบูรณ์,Kaset Sombun,kaset-sombun,3604,11,144,16.309,101.943
3613,คอนสาร,Khon San,khon-san,3613,8,85,16.610,101.921
3603,คอนสวรรค์,Khon Sawan,khon-sawan,3603,9,103,15.887,102.310
3601,เมืองชัยภูมิ,Mueang Chaiyaphum,mueang-chaiyaphum,3601,19,252,15.742,102.022
3615,เนินสง่า,Noen Sa-nga,noen-sa-nga,3615,4,48,15.527,102.016
3605,หนองบัวแดง,Nong Bua Daeng,nong-bua-daeng,3605,8,130,16.012,101.834
3608,หนองบัวระเหว,Nong Bua Rawe,nong-bua-rawe,3608,5,58,15.757,101.786
3614,ภักดีชุมพล,Phakdi Chumphon,phakdi-chumphon,3614,4,47,15.793,101.372
3610,ภูเขียว,Phu Khiao,phu-khiao,3610,11,155,16.305,102.304
3616,ซับใหญ่,Sap Yai,sap-yai,3616,3,37,15.565,101.670
3609,เทพสถิต,Thep Sathit,thep-sathit,3609,5,92,15.432,101.547
