id,name.th,name.en,name.slug,code.dopa,children_count.subdistricts,children_count.villages,geo.lat,geo.lon
9309,บางแก้ว,Bang Kaeo,bang-kaeo,9309,3,34,7.451,100.157
9303,เขาชัยสน,Khao Chaison,khao-chaison,9303,5,58,7.489,100.194
9305,ควนขนุน,Khuan Khanun,khuan-khanun,9305,12,129,7.654,100.010
9302,กงหรา,Kong Ra,kong-ra,9302,5,45,7.473,99.989
9301,เมืองพัทลุง,Mueang Phatthalung,mueang-phatthalung,9301,14,189,7.589,100.050
9308,ป่าบอน,Pa Bon,pa-bon,9308,5,50,7.318,100.230
9310,ป่าพยอม,Pa Phayom,pa-phayom,9310,4,39,7.860,99.947
9306,ปากพะยูน,Pak Phayun,pak-phayun,9306,7,65,7.244,100.321
9307,ศรีบรรพต,Si Banphot,si-banphot,9307,3,30,7.746,99.864
9311,ศรีนครินทร์,Srinagarindra,srinagarindra,9311,4,43,7.554,99.971
9304,ตะโหมด,Tamod,tamod,9304,3,33,7.338,100.097
