id,name.th,name.en,name.slug,code.dopa,children_count.subdistricts,children_count.villages,geo.lat,geo.lon
7503,อัมพวา,Amphawa,amphawa,7503,12,106,13.427,99.954
7502,บางคนที,Bang Khonthi,bang-khonthi,7502,13,101,13.487,99.958
7501,เมืองสมุทรสงคราม,Mueang Samut Songkhram,mueang-samut-songkhram,7501,11,101,13.399,99.976
