id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
110502,บ้านคลองสวน,Ban Khlong Suan,ban-khlong-suan,110502,4,10290,13.571,100.476
110503,แหลมฟ้าผ่า,Laem Fa Pha,laem-fa-pha,110503,13,10290,13.539,100.559
110501,นาเกลือ,Na Kluea,na-kluea,110501,8,10290,13.530,100.494
110505,ในคลองบางปลากด,Nai Khlong Bang Pla Kot,nai-khlong-bang-pla-kot,110505,13,10290,13.588,100.541
110504,ปากคลองบางปลากด,Pak Klong Bang Pla Kot,pak-klong-bang-pla-kot,110504,4,10290,13.606,100.567
