id,name.th,name.en,name.slug,code.dopa,children_count.subdistricts,children_count.villages,geo.lat,geo.lon
1606,บ้านหมี่,Ban Mi,ban-mi,1606,20,147,15.016,100.578
1604,ชัยบาดาล,Chai Badan,chai-badan,1604,17,136,15.059,101.077
1609,โคกเจริญ,Khok Charoen,khok-charoen,1609,5,53,15.469,100.811
1603,โคกสำโรง,Khok Samrong,khok-samrong,1603,13,144,15.064,100.680
1610,ลำสนธิ,Lam Sonthi,lam-sonthi,1610,6,49,15.341,101.362
1601,เมืองลพบุรี,Mueang Lop Buri,mueang-lop-buri,1601,24,276,14.802,100.611
1611,หนองม่วง,Nong Muang,nong-muang,1611,6,66,15.230,100.664
1602,พัฒนานิคม,Phatthana Nikhom,phatthana-nikhom,1602,9,89,14.795,100.985
1608,สระโบสถ์,Sa Bot,sa-bot,1608,5,46,15.169,100.793
1607,ท่าหลวง,Tha Luang,tha-luang,1607,6,45,15.023,101.184
1605,ท่าวุ้ง,Tha Wung,tha-wung,1605,10,117,14.881,100.482
