id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
501410,แม่แฝกใหม่,Mae Faek Mai,mae-faek-mai,501410,14,50290,19.026,99.007
501411,เมืองเล็น,Mueang Len,mueang-len,501411,5,50210,18.896,99.080
501407,หนองจ๊อม,Nong Chom,nong-chom,501407,10,50210,18.852,99.023
501408,หนองหาร,Nong Han,nong-han,501408,18,50290,18.930,99.014
501406,หนองแหย่ง,Nong Yaeng,nong-yaeng,501406,11,50210,18.911,99.101
501412,ป่าไผ่,Pa Phai,pa-phai,501412,19,50210,18.907,99.051
501404,สันนาเม็ง,San Na Meng,san-na-meng,501404,12,50210,18.842,99.062
501405,สันป่าเปา,San Pa Pao,san-pa-pao,501405,6,50210,18.861,99.084
501403,สันพระเนตร,San Phranet,san-phranet,501403,7,50210,18.808,99.038
501401,สันทรายหลวง,San Sai Luang,san-sai-luang,501401,9,50210,18.857,99.046
501402,สันทรายน้อย,San Sai Noi,san-sai-noi,501402,10,50210,18.819,99.024
