id,name.th,name.en,name.slug,code.dopa,children_count.subdistricts,children_count.villages,geo.lat,geo.lon
3410,บุณฑริก,Buntharik,buntharik,3410,8,127,14.672,105.307
3407,เดชอุดม,Det Udom,det-udom,3407,16,274,14.904,105.115
3424,ดอนมดแดง,Don Mot Daeng,don-mot-daeng,3424,4,47,15.372,104.968
3405,เขมราฐ,Khemarat,khemarat,3405,9,123,15.872,105.222
3403,โขงเจียม,Khong Chiam,khong-chiam,3403,5,52,15.296,105.452
3404,เขื่องใน,Khueang Nai,khueang-nai,3404,18,183,15.489,104.464
3412,กุดข้าวปุ้น,Kut Khaopun,kut-khaopun,3412,5,75,15.757,104.964
3431,เหล่าเสือโก้ก,Lao Suea Kok,lao-suea-kok,3431,4,55,15.395,104.881
3414,ม่วงสามสิบ,Muang Sam Sip,muang-sam-sip,3414,14,158,15.397,104.765
3401,เมืองอุบลราชธานี,Mueang Ubon Ratchathani,mueang-ubon-ratchathani,3401,12,261,15.244,104.894
3408,นาจะหลวย,Na Chaluai,na-chaluai,3408,6,78,14.688,105.201
3430,นาตาล,Na Tan,na-tan,3430,4,64,15.965,105.270
3429,นาเยีย,Na Yia,na-yia,3429,3,35,14.987,105.068
3433,น้ำขุ่น,Nam Khun,nam-khun,3433,4,55,14.603,104.854
3409,น้ำยืน,Nam Yuen,nam-yuen,3409,7,102,14.577,105.020
3419,พิบูลมังสาหาร,Phibun Mangsahan,phibun-mangsahan,3419,14,197,15.248,105.226
3421,โพธิ์ไทร,Pho Sai,pho-sai,3421,6,71,15.860,105.273
3422,สำโรง,Samrong,samrong,3422,9,108,15.010,104.793
3432,สว่างวีระวงศ์,Sawang Wirawong,sawang-wirawong,3432,4,59,15.238,105.045
3402,ศรีเมืองใหม่,Si Mueang Mai,si-mueang-mai,3402,11,121,15.520,105.219
3425,สิรินธร,Sirindhorn,sirindhorn,3425,6,76,15.134,105.364
3420,ตาลสุม,Tan Sum,tan-sum,3420,6,59,15.385,105.166
3426,ทุ่งศรีอุดม,Thung Si Udom,thung-si-udom,3426,5,52,14.804,104.922
3411,ตระการพืชผล,Trakan Phuet Phon,trakan-phuet-phon,3411,23,234,15.601,105.021
3415,วารินชำราบ,Warin Chamrap,warin-chamrap,3415,16,220,15.198,104.815
