id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
900301,บ้านนา,Ban Na,ban-na,900301,10,90130,6.901,100.742
900310,จะโหนง,Chanong,chanong,900310,11,90130,7.006,100.670
900312,แค,Khae,khae,900312,7,90130,6.853,100.618
900313,คลองเปียะ,Khlong Pia,khlong-pia,900313,11,90130,6.952,100.632
900311,คู,Khu,khu,900311,9,90130,6.842,100.695
900308,ขุนตัดหวาย,Khun Tat Wai,khun-tat-wai,900308,9,90130,6.794,100.700
900306,นาทับ,Na Thap,na-thap,900306,14,90130,7.035,100.700
900305,นาหว้า,Na Wa,na-wa,900305,12,90130,6.896,100.655
900307,น้ำขาว,Nam Khao,nam-khao,900307,11,90130,6.805,100.609
900302,ป่าชิง,Pa Ching,pa-ching,900302,9,90130,6.939,100.686
900304,สะกอม,Sakom,sakom,900304,9,90130,6.935,100.794
900303,สะพานไม้แก่น,Saphan Mai Kaen,saphan-mai-kaen,900303,8,90130,6.826,100.783
900314,ตลิ่งชัน,Taling Chan,taling-chan,900314,8,90130,6.969,100.742
900309,ท่าหมอไทร,Tha Mo Sai,tha-mo-sai,900309,11,90130,6.794,100.751
