id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
302002,บ้านหัน,Ban Han,ban-han,302002,11,30140,14.985,101.750
302011,ดอนเมือง,Don Mueang,don-mueang,302011,16,30140,15.020,101.456
302010,คลองไผ่,Khlong Phai,khlong-phai,302010,10,30340,14.883,101.515
302003,กฤษณา,Kritsana,kritsana,302003,12,30140,15.046,101.556
302006,กุดน้อย,Kut Noi,kut-noi,302006,14,30140,14.931,101.753
302004,ลาดบัวขาว,Lat Bua Khao,lat-bua-khao,302004,17,30340,14.823,101.629
302009,มิตรภาพ,Mittraphap,mittraphap,302009,15,30140,14.797,101.685
302012,หนองบัวน้อย,Nong Bua Noi,nong-bua-noi,302012,12,30140,15.047,101.760
302007,หนองน้ำใส,Nong Nam Sai,nong-nam-sai,302007,18,30140,14.932,101.485
302005,หนองหญ้าขาว,Nong Ya Khao,nong-ya-khao,302005,15,30140,14.959,101.574
302001,สีคิ้ว,Sikhio,sikhio,302001,22,30140,14.905,101.687
302008,วังโรงใหญ่,Wang Rong Yai,wang-rong-yai,302008,14,30140,15.045,101.659
