id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
300405,บ้านปรางค์,Ban Prang,ban-prang,300405,18,30260,15.474,102.080
300409,ดอนใหญ่,Don Yai,don-yai,300409,7,30260,15.397,102.357
300410,ขามสมบูรณ์,Kham Sombun,kham-sombun,300410,13,30260,15.371,102.403
300402,คูขาด,Khu Khat,khu-khat,300402,21,30260,15.445,102.407
300401,เมืองคง,Mueang Khong,mueang-khong,300401,18,30260,15.451,102.334
300408,โนนเต็ง,Non Teng,non-teng,300408,12,30260,15.449,102.266
300407,หนองบัว,Nong Bua,nong-bua,300407,16,30260,15.496,102.167
300406,หนองมะนาว,Nong Manao,nong-manao,300406,16,30260,15.500,102.280
300404,ตาจั่น,Ta Chan,ta-chan,300404,18,30260,15.314,102.368
300403,เทพาลัย,Thephalai,thephalai,300403,17,30260,15.368,102.466
