id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
920105,บ้านควน,Ban Khuan,ban-khuan,920105,6,92000,7.529,99.636
920118,บ้านโพธิ์,Ban Pho,ban-pho,920118,10,92000,7.604,99.627
920109,บางรัก,Bang Rak,bang-rak,920109,6,92000,7.558,99.577
920110,โคกหล่อ,Khok Lo,khok-lo,920110,12,92000,7.524,99.615
920107,ควนปริง,Khuan Pring,khuan-pring,920107,9,92000,7.521,99.596
920106,นาบินหลา,Na Bin La,na-bin-la,920106,6,92000,7.541,99.662
920104,นาพละ,Na Phala,na-phala,920104,10,92000,7.599,99.664
920117,นาตาล่วง,Na Ta Luang,na-ta-luang,920117,6,92000,7.584,99.596
920119,นาท่ามเหนือ,Na Tham Nuea,na-tham-nuea,920119,13,92190,7.652,99.613
920120,นาท่ามใต้,Na Tham Tai,na-tham-tai,920120,8,92190,7.635,99.551
920113,นาโต๊ะหมิง,Na To Ming,na-to-ming,920113,6,92000,7.556,99.527
920108,นาโยงใต้,Na Yong Tai,na-yong-tai,920108,8,92170,7.571,99.669
920115,น้ำผุด,Nam Phut,nam-phut,920115,12,92000,7.673,99.726
920114,หนองตรุด,Nong Trut,nong-trut,920114,9,92000,7.594,99.523
920101,ทับเที่ยง,Thap Thiang,thap-thiang,920101,66,92000,7.559,99.616
