id,name.local,name.en,name.slug,code.id,children_count.subdistrict,geo.lat,geo.lon
4804,บ้านแพง,Ban Phaeng,ban-phaeng-4804,4804,5,17.943,104.182
4801,เมืองนครพนม,Mueang Nakhon Phanom,mueang-nakhon-phanom-4801,4801,14,17.409,104.781
4807,นาแก,Na Kae,na-kae-4807,4807,12,16.918,104.575
4811,นาทม,Na Thom,na-thom-4811,4811,3,17.798,104.108
4809,นาหว้า,Na Wa,na-wa-4809,4809,6,17.507,104.145
4810,โพนสวรรค์,Phon Sawan,phon-sawan-4810,4810,5,17.409,104.424
4802,ปลาปาก,Pla Pak,pla-pak-4802,4802,8,17.121,104.523
4806,เรณูนคร,Renu Nakhon,renu-nakhon-4806,4806,8,17.019,104.698
4808,ศรีสงคราม,Si Songkhram,si-songkhram-4808,4808,9,17.641,104.289
4803,ท่าอุเทน,Tha Uthen,tha-uthen-4803,4803,9,17.576,104.591
4805,ธาตุพนม,That Phanom,that-phanom-4805,4805,12,17.066,104.749
4812,วังยาง,Wang Yang,wang-yang-4812,4812,4,17.065,104.482
