id,name.th,name.en,name.slug,code.dopa,children_count.subdistricts,children_count.villages,geo.lat,geo.lon
6402,บ้านด่านลานหอย,Ban Dan Lan Hoi,ban-dan-lan-hoi,6402,7,71,16.995,99.481
6403,คีรีมาศ,Khiri Mat,khiri-mat,6403,10,100,16.748,99.834
6404,กงไกรลาศ,Kong Krailat,kong-krailat,6404,11,109,16.947,99.939
6407,สวรรคโลก,Mueang Sawankhalok,mueang-sawankhalok,6407,14,128,17.315,99.834
6401,เมืองสุโขทัย,Mueang Sukhothai,mueang-sukhothai,6401,10,98,17.012,99.822
6408,ศรีนคร,Si Nakhon,si-nakhon,6408,5,49,17.285,99.958
6406,ศรีสำโรง,Si Samrong,si-samrong,6406,13,118,17.158,99.858
6405,ศรีสัชนาลัย,Si Satchanalai,si-satchanalai,6405,11,134,17.409,99.778
6409,ทุ่งเสลี่ยม,Thung Saliam,thung-saliam,6409,5,59,17.320,99.643
