id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
400609,บ้านใหม่,Ban Mai,ban-mai,400609,10,40220,16.761,102.068
400608,บริบูรณ์,Boribun,boribun,400608,12,40220,16.855,102.092
400607,ดงลาน,Dong Lan,dong-lan,400607,11,40220,16.805,102.075
400603,นาจาน,Na Chan,na-chan,400603,15,40220,16.657,102.147
400606,หนองแดง,Nong Daeng,nong-daeng,400606,11,40220,16.711,102.113
400610,ภูห่าน,Phu Han,phu-han,400610,7,40220,16.720,102.046
400605,ซำยาง,Sam Yang,sam-yang,400605,6,40220,16.688,102.091
400601,สีชมพู,Si Chomphu,si-chomphu,400601,13,40220,16.841,102.156
400602,ศรีสุข,Si Suk,si-suk,400602,15,40220,16.751,102.206
400604,วังเพิ่ม,Wang Phoem,wang-phoem,400604,15,40220,16.820,102.204
