id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
321702,คำผง,Kham Phong,kham-phong,321702,12,32130,15.186,103.942
321703,โนน,Non,non,321703,15,32130,15.173,103.911
321701,หนองหลวง,Nong Luang,nong-luang,321701,8,32130,15.228,103.927
321705,หนองเทพ,Nong Thep,nong-thep,321705,20,32130,15.140,103.880
321704,ระเวียง,Rawiang,rawiang,321704,13,32130,15.251,103.885
