id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
801403,ฉลอง,Chalong,chalong,801403,11,80120,8.890,99.773
801408,เขาน้อย,Khao Noi,khao-noi,801408,7,80120,8.945,99.787
801405,เปลี่ยน,Plian,plian,801405,14,80120,8.833,99.870
801404,เสาเภา,Sao Phao,sao-phao,801404,16,80340,8.890,99.904
801406,สีขีด,Si Khit,si-khit,801406,13,80120,9.023,99.786
801401,สิชล,Sichon,sichon,801401,10,80120,9.008,99.902
801407,เทพราช,Theppharat,theppharat,801407,15,80340,8.841,99.735
801402,ทุ่งปรัง,Thung Prang,thung-prang,801402,16,80120,8.958,99.876
801409,ทุ่งใส,Thung Sai,thung-sai,801409,8,80120,9.060,99.890
