id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
390412,หันนางาม,Han Na Ngam,han-na-ngam,390412,8,39180,16.985,102.246
390404,กุดสะเทียน,Kut Sathian,kut-sathian,390404,8,39180,17.056,102.238
390401,เมืองใหม่,Mueang Mai,mueang-mai,390401,15,39180,16.992,102.291
390405,นากอก,Na Kok,na-kok,390405,23,39180,16.904,102.201
390408,โนนม่วง,Non Muang,non-muang,390408,12,39180,17.128,102.181
390406,โนนสะอาด,Non Sa-at,non-sa-at,390406,17,39180,16.977,102.176
390403,หนองบัวใต้,Nong Bua Tai,nong-bua-tai,390403,10,39180,16.920,102.353
390410,หนองแก,Nong Kae,nong-kae,390410,11,39180,17.083,102.294
390409,หนองกุงแก้ว,Nong Kung Kaeo,nong-kung-kaeo,390409,13,39180,17.149,102.073
390411,ทรายทอง,Sai Thong,sai-thong,390411,10,39180,16.856,102.349
390402,ศรีบุญเรือง,Si Bun Rueang,si-bun-rueang,390402,16,39180,16.922,102.302
390407,ยางหล่อ,Yang Lo,yang-lo,390407,15,39180,17.062,102.159
