id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
570507,เจริญเมือง,Charoen Mueang,charoen-mueang,570507,22,57120,19.616,99.746
570505,ดอยงาม,Doi Ngam,doi-ngam,570505,14,57120,19.548,99.808
570506,หัวง้ม,Hua Ngom,hua-ngom,570506,13,57120,19.538,99.771
570502,แม่อ้อ,Mae O,mae-o,570502,20,57120,19.672,99.821
570512,แม่เย็น,Mae Yen,mae-yen,570512,11,57280,19.454,99.732
570509,ม่วงคำ,Muang Kham,muang-kham,570509,17,57120,19.490,99.711
570513,เมืองพาน,Mueang Phan,mueang-phan,570513,25,57120,19.554,99.746
570508,ป่าหุ่ง,Pa Hung,pa-hung,570508,18,57120,19.495,99.648
570510,ทรายขาว,Sai Khao,sai-khao,570510,17,57120,19.663,99.733
570511,สันกลาง,San Klang,san-klang,570511,18,57120,19.607,99.684
570501,สันมะเค็ด,San Makhet,san-makhet,570501,21,57120,19.609,99.864
570504,สันติสุข,Santi Suk,santi-suk,570504,9,57120,19.575,99.765
570514,ทานตะวัน,Than Tawan,than-tawan,570514,12,57280,19.470,99.832
570503,ธารทอง,Than Thong,than-thong,570503,11,57250,19.710,99.723
570515,เวียงห้าว,Wiang Hao,wiang-hao,570515,8,57120,19.524,99.880
