id,name.th,name.en,name.slug,code.dopa,children_count.subdistricts,children_count.villages,geo.lat,geo.lon
4804,บ้านแพง,Ban Phaeng,ban-phaeng,4804,5,60,17.943,104.182
4801,เมืองนครพนม,Mueang Nakhon Phanom,mueang-nakhon-phanom,4801,14,183,17.409,104.781
4807,นาแก,Na Kae,na-kae,4807,12,143,16.918,104.575
4811,นาทม,Na Thom,na-thom,4811,3,38,17.798,104.108
4809,นาหว้า,Na Wa,na-wa,4809,6,68,17.507,104.145
4810,โพนสวรรค์,Phon Sawan,phon-sawan,4810,5,73,17.409,104.424
4802,ปลาปาก,Pla Pak,pla-pak,4802,8,85,17.121,104.523
4806,เรณูนคร,Renu Nakhon,renu-nakhon,4806,8,91,17.019,104.698
4808,ศรีสงคราม,Si Songkhram,si-songkhram,4808,9,109,17.641,104.289
4803,ท่าอุเทน,Tha Uthen,tha-uthen,4803,9,111,17.576,104.591
4805,ธาตุพนม,That Phanom,that-phanom,4805,12,136,17.066,104.749
4812,วังยาง,Wang Yang,wang-yang,4812,4,27,17.065,104.482
