id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
620508,หัวถนน,Hua Thanon,hua-thanon,620508,9,62120,16.267,99.631
620501,คลองขลุง,Khlong Khlung,khlong-khlung,620501,13,62120,16.176,99.698
620516,คลองสมบูรณ์,Khlong Sombun,khlong-sombun,620516,9,62120,16.250,99.543
620505,แม่ลาด,Mae Lat,mae-lat,620505,6,62120,16.153,99.785
620502,ท่ามะเขือ,Tha Makhuea,tha-makhuea,620502,9,62120,16.261,99.752
620504,ท่าพุทรา,Tha Phutsa,tha-phutsa,620504,7,62120,16.269,99.679
620513,วังบัว,Wang Bua,wang-bua,620513,10,62120,16.308,99.729
620507,วังแขม,Wang Khaem,wang-khaem,620507,16,62120,16.208,99.837
620509,วังไทร,Wang Sai,wang-sai,620509,15,62120,16.200,99.631
620506,วังยาง,Wang Yang,wang-yang,620506,9,62120,16.204,99.774
