id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
650401,บางระกำ,Bang Rakam,bang-rakam,650401,19,65140,16.738,100.145
650409,บ่อทอง,Bo Thong,bo-thong,650409,10,65140,16.631,100.134
650405,บึงกอก,Bueng Kok,bueng-kok,650405,12,65140,16.700,100.011
650407,ชุมแสงสงคราม,Chum Saeng Songkhram,chum-saeng-songkhram,650407,11,65240,16.760,99.977
650411,คุยม่วง,Khui Muang,khui-muang,650411,12,65240,16.820,99.962
650408,นิคมพัฒนา,Nikhom Phatthana,nikhom-phatthana,650408,13,65140,16.741,99.885
650406,หนองกุลา,Nong Kula,nong-kula,650406,22,65140,16.636,99.960
650403,พันเสา,Phan Sao,phan-sao,650403,11,65140,16.622,100.064
650402,ปลักแรด,Plak Raet,plak-raet,650402,10,65140,16.693,100.094
650410,ท่านางงาม,Tha Nang Ngam,tha-nang-ngam,650410,11,65140,16.810,100.114
650404,วังอิทก,Wang Ithok,wang-ithok,650404,11,65140,16.665,100.164
