id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
160419,บ้านใหม่สามัคคี,Ban Mai Samakkhi,ban-mai-samakkhi,160419,6,15130,15.258,101.022
160406,บัวชุม,Bua Chum,bua-chum,160406,9,15130,15.176,101.238
160418,ชัยบาดาล,Chai Badan,chai-badan,160418,8,15230,15.095,101.058
160402,ชัยนารายณ์,Chai Narai,chai-narai,160402,6,15130,15.195,101.037
160404,ห้วยหิน,Huai Hin,huai-hin,160404,8,15130,15.154,101.044
160422,เขาแหลม,Khao Laem,khao-laem,160422,8,15130,15.126,100.964
160412,เกาะรัง,Ko Rang,ko-rang,160412,10,15130,15.318,101.251
160401,ลำนารายณ์,Lam Narai,lam-narai,160401,12,15130,15.214,101.146
160408,มะกอกหวาน,Makok Wan,makok-wan,160408,3,15230,15.059,101.077
160405,ม่วงค่อม,Muang Khom,muang-khom,160405,11,15230,15.078,101.024
160410,นาโสม,Na Som,na-som,160410,6,15190,15.245,101.282
160417,นิคมลำนารายณ์,Nikhom Lam Narai,nikhom-lam-narai,160417,9,15130,15.264,101.150
160411,หนองยายโต๊ะ,Nong Yai To,nong-yai-to,160411,8,15130,15.220,101.264
160409,ซับตะเคียน,Sap Takhian,sap-takhian,160409,6,15130,15.112,101.327
160403,ศิลาทิพย์,Sila Thip,sila-thip,160403,12,15130,15.314,101.087
160407,ท่าดินดำ,Tha Din Dam,tha-din-dam,160407,6,15130,15.150,101.134
160414,ท่ามะนาว,Tha Manao,tha-manao,160414,8,15130,15.187,101.162
