id,name.th,name.en,name.slug,code.dopa,children_count.subdistricts,children_count.villages,geo.lat,geo.lon
9603,บาเจาะ,Bacho,bacho,9603,6,47,6.545,101.625
9612,จะแนะ,Chanae,chanae,9612,4,32,6.132,101.728
9613,เจาะไอร้อง,Cho-airong,cho-airong,9613,3,33,6.256,101.817
9601,เมืองนราธิวาส,Mueang Narathiwat,mueang-narathiwat,9601,7,98,6.424,101.820
9605,ระแงะ,Ra-ngae,ra-ngae,9605,7,61,6.277,101.691
9606,รือเสาะ,Rueso,rueso,9606,9,72,6.423,101.587
9607,ศรีสาคร,Si Sakhon,si-sakhon,9607,6,35,6.282,101.515
9610,สุไหงโก-ลก,Su-ngai Kolok,su-ngai-kolok,9610,4,47,6.008,101.949
9611,สุไหงปาดี,Su-ngai Padi,su-ngai-padi,9611,6,58,6.020,101.889
9609,สุคิริน,Sukhirin,sukhirin,9609,5,41,5.984,101.775
9602,ตากใบ,Tak Bai,tak-bai,9602,8,61,6.220,102.059
9608,แว้ง,Waeng,waeng,9608,6,46,5.973,101.842
9604,ยี่งอ,Yi-ngo,yi-ngo,9604,6,40,6.422,101.663
