id,name.th,name.en,name.slug,code.dopa,children_count.subdistricts,children_count.villages,geo.lat,geo.lon
5802,ขุนยวม,Khun Yuam,khun-yuam,5802,6,43,18.742,98.051
5805,แม่ลาน้อย,Mae La Noi,mae-la-noi,5805,8,69,18.370,98.102
5804,แม่สะเรียง,Mae Sariang,mae-sariang,5804,7,77,18.148,97.972
5801,เมืองแม่ฮ่องสอน,Mueang Mae Hong Son,mueang-mae-hong-son,5801,6,66,19.302,97.970
5803,ปาย,Pai,pai,5803,7,62,19.362,98.419
5807,ปางมะผ้า,Pang Mapha,pang-mapha,5807,4,38,19.615,98.204
5806,สบเมย,Sop Moei,sop-moei,5806,6,58,18.113,98.166
