id,name.local,name.en,name.slug,code.id,children_count.subdistrict,geo.lat,geo.lon
1416,บ้านแพรก,Ban Phraek,ban-phraek-1416,1416,5,14.64,100.585
1405,บางบาล,Bang Ban,bang-ban-1405,1405,16,14.41,100.464
1406,บางปะอิน,Bang Pa-in,bang-pa-in-1406,1406,17,14.295,100.621
1407,บางปะหัน,Bang Pahan,bang-pahan-1407,1407,17,14.414,100.564
1404,บางไทร,Bang Sai,bang-sai-1404,1404,22,14.315,100.462
1413,บางซ้าย,Bang Sai,bang-sai-1413,1413,6,14.313,100.326
1410,ลาดบัวหลวง,Lat Bua Luang,lat-bua-luang-1410,1410,7,14.134,100.368
1415,มหาราช,Maha Rat,maha-rat-1415,1415,12,14.566,100.542
1403,นครหลวง,Nakhon Luang,nakhon-luang-1403,1403,12,14.489,100.675
1409,ภาชี,Phachi,phachi-1409,1409,8,14.442,100.725
1408,ผักไห่,Phak Hai,phak-hai-1408,1408,16,14.435,100.384
1401,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,phra-nakhon-si-ayutthaya-1401,1401,21,14.341,100.581
1412,เสนา,Sena,sena-1412,1412,17,14.328,100.404
1402,ท่าเรือ,Tha Ruea,tha-ruea-1402,1402,10,14.566,100.719
1414,อุทัย,Uthai,uthai-1414,1414,11,14.355,100.622
1411,วังน้อย,Wang Noi,wang-noi-1411,1411,10,14.249,100.8
