id,name.th,name.en,name.slug,code.dopa,children_count.subdistricts,children_count.villages,geo.lat,geo.lon
7010,บ้านคา,Ban Kha,ban-kha,7010,3,41,13.448,99.462
7005,บ้านโป่ง,Ban Pong,ban-pong,7005,15,207,13.816,99.873
7006,บางแพ,Bang Phae,bang-phae,7006,7,65,13.654,99.978
7002,จอมบึง,Chom Bueng,chom-bueng,7002,6,90,13.685,99.521
7004,ดำเนินสะดวก,Damnoen Saduak,damnoen-saduak,7004,13,105,13.517,99.949
7001,เมืองราชบุรี,Mueang Ratchaburi,mueang-ratchaburi,7001,22,222,13.593,99.796
7008,ปากท่อ,Pak Tho,pak-tho,7008,12,85,13.354,99.856
7007,โพธาราม,Photharam,photharam,7007,19,166,13.695,99.853
7003,สวนผึ้ง,Suan Phueng,suan-phueng,7003,4,37,13.522,99.420
7009,วัดเพลง,Wat Pleng,wat-pleng,7009,3,28,13.449,99.872
