id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
401203,โจดหนองแก,Chot Nong Kae,chot-nong-kae,401203,14,40120,15.856,102.650
401213,หัวทุ่ง,Hua Thung,hua-thung,401213,8,40120,15.879,102.556
401204,เก่างิ้ว,Kao Ngio,kao-ngio,401204,11,40120,15.844,102.598
401208,โคกสง่า,Khok Sa-nga,khok-sa-nga,401208,10,40120,15.754,102.488
401210,ลอมคอม,Lom Khom,lom-khom,401210,11,40120,15.794,102.525
401201,เมืองพล,Mueang Phon,mueang-phon,401201,25,40120,15.793,102.640
401211,โนนข่า,Non Kha,non-kha,401211,9,40120,15.764,102.591
401205,หนองมะเขือ,Nong Makhuea,nong-makhuea,401205,9,40120,15.753,102.546
401209,หนองแวงนางเบ้า,Nong Waeng Nang Bao,nong-waeng-nang-bao,401209,13,40120,15.887,102.611
401206,หนองแวงโสกพระ,Nong Waeng Sok Phra,nong-waeng-sok-phra,401206,14,40120,15.746,102.644
401207,เพ็กใหญ่,Phek Yai,phek-yai,401207,11,40120,15.841,102.538
401212,โสกนกเต็น,Sok Nok Ten,sok-nok-ten,401212,11,40120,15.816,102.660
