id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
670109,บ้านโคก,Ban Khok,ban-khok,670109,17,67000,16.471,101.250
670103,บ้านโตก,Ban Tok,ban-tok,670103,13,67000,16.347,101.056
670110,ชอนไพร,Chon Phrai,chon-phrai,670110,11,67000,16.341,101.153
670108,ดงมูลเหล็ก,Dong Mun Lek,dong-mun-lek,670108,11,67000,16.478,101.203
670115,ห้วยสะแก,Huai Sakae,huai-sakae,670115,14,67210,16.191,101.067
670116,ห้วยใหญ่,Huai Yai,huai-yai,670116,14,67000,16.505,101.383
670106,นางั่ว,Na Ngua,na-ngua,670106,13,67000,16.507,101.146
670111,นาป่า,Na Pa,na-pa,670111,17,67000,16.390,101.218
670112,นายม,Na Yom,na-yom,670112,15,67210,16.229,101.230
670101,ในเมือง,Nai Mueang,nai-mueang,670101,17,67000,16.420,101.156
670114,น้ำร้อน,Nam Ron,nam-ron,670114,11,67000,16.322,101.187
670105,ป่าเลา,Pa Lao,pa-lao,670105,16,67000,16.449,100.972
670117,ระวิง,Rawing,rawing,670117,10,67210,16.146,101.138
670104,สะเดียง,Sadiang,sadiang,670104,13,67000,16.396,101.164
670102,ตะเบาะ,Tabo,tabo,670102,11,67000,16.322,101.299
670107,ท่าพล,Tha Phon,tha-phon,670107,21,67250,16.590,101.134
670113,วังชมภู,Wang Chomphu,wang-chomphu,670113,14,67210,16.266,101.027
