id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
200507,บ้านเก่า,Ban Kao,ban-kao,200507,7,20160,13.454,101.059
200511,บางหัก,Bang Hak,bang-hak,200511,4,20160,13.544,101.075
200509,บางนาง,Bang Nang,bang-nang,200509,9,20160,13.487,101.067
200506,โคกขี้หนอน,Khok Khi Non,khok-khi-non,200506,5,20160,13.552,101.114
200510,เกาะลอย,Ko Loi,ko-loi,200510,6,20160,13.519,101.074
200503,มาบโป่ง,Map Pong,map-pong,200503,10,20160,13.431,101.121
200508,หน้าประดู่,Na Pradu,na-pradu,200508,5,20160,13.497,101.099
200505,หนองหงษ์,Nong Hong,nong-hong,200505,6,20160,13.389,101.113
200504,หนองกะขะ,Nong Kakha,nong-kakha,200504,5,20160,13.431,101.095
200502,หนองตำลึง,Nong Tamlueng,nong-tamlueng,200502,9,20160,13.408,101.078
200501,พานทอง,Phan Thong,phan-thong,200501,10,20160,13.461,101.084
