id,name.th,name.en,name.slug,code.dopa,children_count.subdistricts,children_count.villages,geo.lat,geo.lon
5206,แจ้ห่ม,Chae Hom,chae-hom,5206,7,66,18.726,99.557
5212,ห้างฉัตร,Hang Chat,hang-chat,5212,7,73,18.337,99.353
5203,เกาะคา,Ko Kha,ko-kha,5203,9,78,18.196,99.413
5202,แม่เมาะ,Mae Mo,mae-mo,5202,5,44,18.250,99.807
5209,แม่พริก,Mae Phrik,mae-phrik,5209,4,30,17.539,99.152
5210,แม่ทะ,Mae Tha,mae-tha,5210,10,95,18.122,99.477
5201,เมืองลำปาง,Mueang Lampang,mueang-lampang,5201,16,235,18.290,99.492
5213,เมืองปาน,Mueang Pan,mueang-pan,5213,5,56,18.797,99.446
5205,งาว,Ngao,ngao,5205,10,85,18.752,99.996
5204,เสริมงาม,Soem Ngam,soem-ngam,5204,4,42,18.071,99.244
5211,สบปราบ,Sop Prap,sop-prap,5211,4,46,17.900,99.421
5208,เถิน,Thoen,thoen,5208,8,95,17.634,99.212
5207,วังเหนือ,Wang Nuea,wang-nuea,5207,8,80,19.080,99.649
