id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
650804,บ้านกลาง,Ban Klang,ban-klang,650804,27,65220,17.017,100.549
650810,ชัยนาม,Chaiyanam,chaiyanam,650810,9,65130,16.839,100.467
650811,ดินทอง,Din Thong,din-thong,650811,11,65130,16.767,100.445
650806,แก่งโสภา,Kaeng Sopha,kaeng-sopha,650806,13,65220,16.907,100.625
650803,แม่ระกา,Mae Raka,mae-raka,650803,15,65130,16.707,100.362
650809,หนองพระ,Nong Phra,nong-phra,650809,12,65130,16.681,100.441
650802,พันชาลี,Phan Chali,phan-chali,650802,17,65130,16.608,100.523
650807,ท่าหมื่นราม,Tha Muen Ram,tha-muen-ram,650807,14,65130,16.691,100.514
650808,วังนกแอ่น,Wang Nok Aen,wang-nok-aen,650808,20,65130,16.819,100.582
650805,วังพิกุล,Wang Phikun,wang-phikun,650805,15,65130,16.775,100.358
650801,วังทอง,Wang Thong,wang-thong,650801,15,65130,16.822,100.403
