id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
930113,ชัยบุรี,Chai Buri,chai-buri,930113,13,93000,7.697,100.093
930103,เขาเจียก,Khao Chiak,khao-chiak,930103,11,93000,7.624,100.039
930105,โคกชะงาย,Khok Cha-ngai,khok-cha-ngai,930105,9,93000,7.615,100.003
930111,ควนมะพร้าว,Khuan Maphrao,khuan-maphrao,930111,16,93000,7.588,100.124
930101,คูหาสวรรค์,Khuha Sawan,khuha-sawan,930101,40,93000,7.625,100.085
930109,ลำปำ,Lampam,lampam,930109,16,93000,7.648,100.188
930114,นาโหนด,Na Node,na-node,930114,11,93000,7.507,100.061
930106,นาท่อม,Na Thom,na-thom,930106,8,93000,7.585,100.002
930115,พญาขัน,Phaya Khan,phaya-khan,930115,10,93000,7.652,100.107
930107,ปรางหมู่,Prang Mu,prang-mu,930107,9,93000,7.647,100.068
930112,ร่มเมือง,Rom Mueang,rom-mueang,930112,9,93000,7.556,100.008
930110,ตำนาน,Tamnan,tamnan,930110,15,93000,7.572,100.083
930108,ท่าแค,Tha Khae,tha-khae,930108,12,93000,7.545,100.050
930104,ท่ามิหรำ,Tha Miram,tha-miram,930104,10,93000,7.589,100.050
