id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
300112,บ้านเกาะ,Ban Ko,ban-ko,300112,6,30000,14.981,102.091
300115,บ้านโพธิ์,Ban Pho,ban-pho,300115,10,30310,15.038,102.191
300118,ไชยมงคล,Chai Mongkhon,chai-mongkhon,300118,6,30000,14.849,102.080
300116,จอหอ,Cho Ho,cho-ho,300116,15,30310,15.055,102.148
300111,หัวทะเล,Hua Thale,hua-thale,300111,12,30000,14.965,102.140
300117,โคกกรวด,Khok Kruat,khok-kruat,300117,15,30280,14.897,101.974
300104,โคกสูง,Khok Sung,khok-sung,300104,11,30310,15.095,102.116
300105,มะเริง,Maroeng,maroeng,300105,9,30000,14.980,102.164
300108,หมื่นไวย,Muen Wai,muen-wai,300108,9,30000,15.011,102.108
300119,หนองบัวศาลา,Nong Bua Sala,nong-bua-sala,300119,10,30000,14.899,102.152
300103,หนองจะบก,Nong Chabok,nong-chabok,300103,5,30000,14.916,102.064
300125,หนองไข่น้ำ,Nong Khai Nam,nong-khai-nam,300125,8,30310,15.105,102.174
300124,หนองกระทุ่ม,Nong Krathum,nong-krathum,300124,9,30000,15.009,102.086
300110,หนองไผ่ล้อม,Nong Phai Lom,nong-phai-lom,300110,3,30000,14.947,102.085
300106,หนองระเวียง,Nong Rawiang,nong-rawiang,300106,15,30000,14.946,102.199
300123,พะเนา,Phanao,phanao,300123,9,30000,14.986,102.189
300102,โพธิ์กลาง,Pho Klang,pho-klang,300102,10,30000,14.906,102.102
300109,พลกรัง,Phon Krang,phon-krang,300109,8,30000,15.026,102.011
300114,พุดซา,Phutsa,phutsa,300114,18,30000,15.049,102.043
300107,ปรุใหญ่,Pru Yai,pru-yai,300107,7,30000,14.994,102.052
300121,สีมุม,Si Mum,si-mum,300121,10,30000,14.986,102.007
300120,สุรนารี,Suranari,suranari,300120,10,30000,14.915,102.037
300122,ตลาด,Talat,talat,300122,8,30310,15.018,102.154
