id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
640106,บ้านกล้วย,Ban Kluai,ban-kluai,640106,14,64000,17.029,99.776
640107,บ้านหลุม,Ban Lum,ban-lum,640107,9,64000,16.983,99.870
640102,บ้านสวน,Ban Suan,ban-suan,640102,13,64220,17.045,99.903
640103,เมืองเก่า,Mueang Kao,mueang-kao,640103,11,64210,17.021,99.682
640104,ปากแคว,Pak Khwae,pak-khwae,640104,9,64000,17.043,99.824
640109,ปากพระ,Pak Phra,pak-phra,640109,6,64000,16.915,99.836
640108,ตาลเตี้ย,Tan Tia,tan-tia,640108,4,64220,17.063,99.870
640101,ธานี,Thani,thani,640101,12,64000,17.012,99.822
640110,วังทองแดง,Wang Thongdaeng,wang-thongdaeng,640110,8,64210,17.107,99.687
640105,ยางซ้าย,Yang Sai,yang-sai,640105,12,64000,16.974,99.821
