id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
440114,บัวค้อ,Bua Kho,bua-kho,440114,10,44000,15.986,103.278
440106,ดอนหว่าน,Don Wan,don-wan,440106,9,44000,15.997,103.318
440112,ห้วยแอ่ง,Huai Aeng,huai-aeng,440112,10,44000,16.117,103.432
440108,แก่งเลิงจาน,Kaeng Loeng Chan,kaeng-loeng-chan,440108,17,44000,16.139,103.226
440105,โคกก่อ,Khok Ko,khok-ko,440105,16,44000,16.026,103.239
440102,เขวา,Khwao,khwao,440102,24,44000,16.150,103.389
440107,เกิ้ง,Koeng,koeng,440107,14,44000,16.210,103.330
440110,ลาดพัฒนา,Lat Phatthana,lat-phatthana,440110,19,44000,16.207,103.397
440113,หนองโน,Nong No,nong-no,440113,8,44000,16.098,103.252
440111,หนองปลิง,Nong Pling,nong-pling,440111,8,44000,16.070,103.313
440101,ตลาด,Talat,talat,440101,30,44000,16.175,103.319
440109,ท่าสองคอน,Tha Song Khon,tha-song-khon,440109,23,44000,16.163,103.150
440103,ท่าตูม,Tha Tum,tha-tum,440103,10,44000,16.170,103.460
440104,แวงน่าง,Waeng Nang,waeng-nang,440104,17,44000,16.128,103.313
