id,name.th,name.en,name.slug,code.dopa,children_count.subdistricts,children_count.villages,geo.lat,geo.lon
4711,อากาศอำนวย,Akat Amnuai,akat-amnuai,4711,8,94,17.718,103.920
4710,บ้านม่วง,Ban Muang,ban-muang,4710,9,98,17.929,103.653
4716,เจริญศิลป์,Charoen Sin,charoen-sin,4716,5,59,17.536,103.605
4709,คำตากล้า,Kham Ta Kla,kham-ta-kla,4709,4,61,17.841,103.859
4715,โคกศรีสุพรรณ,Khok Si Suphan,khok-si-suphan,4715,4,53,17.000,104.331
4702,กุสุมาลย์,Kusuman,kusuman,4702,5,71,17.379,104.378
4703,กุดบาก,Kut Bak,kut-bak,4703,3,40,17.100,103.696
4701,เมืองสกลนคร,Mueang Sakon Nakhon,mueang-sakon-nakhon,4701,16,216,17.125,104.260
4707,นิคมน้ำอูน,Nikhom Nam Un,nikhom-nam-un,4707,4,29,17.155,103.712
4705,พังโคน,Phang Khon,phang-khon,4705,5,69,17.405,103.665
4704,พรรณานิคม,Phanna Nikhom,phanna-nikhom,4704,10,135,17.315,103.952
4717,โพนนาแก้ว,Phon Na Kaeo,phon-na-kaeo,4717,5,53,17.137,104.361
4718,ภูพาน,Phu Phan,phu-phan,4718,4,65,16.881,104.022
4712,สว่างแดนดิน,Sawang Daen Din,sawang-daen-din,4712,16,189,17.368,103.330
4713,ส่องดาว,Song Dao,song-dao,4713,4,46,17.362,103.540
4714,เต่างอย,Tao Ngoi,tao-ngoi,4714,4,32,17.034,104.157
4708,วานรนิวาส,Wanon Niwat,wanon-niwat,4708,14,183,17.767,103.726
4706,วาริชภูมิ,Waritchaphum,waritchaphum,4706,5,71,17.319,103.543
