id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
730208,ดอนข่อย,Don Khoi,don-khoi,730208,16,73140,14.022,100.035
730204,ห้วยขวาง,Huai Khwang,huai-khwang,730204,21,73140,13.923,100.015
730210,ห้วยหมอนทอง,Huai Mon Thong,huai-mon-thong,730210,12,73140,13.969,99.921
730211,ห้วยม่วง,Huai Muang,huai-muang,730211,12,73180,14.130,100.025
730212,กำแพงแสน,Kamphaeng Saen,kamphaeng-saen,730212,12,73140,14.024,99.981
730202,กระตีบ,Kratip,kratip,730202,8,73180,14.111,99.964
730214,หนองกระทุ่ม,Nong Krathum,nong-krathum,730214,11,73140,14.004,99.865
730213,รางพิกุล,Rang Phikun,rang-phikun,730213,9,73140,14.003,99.917
730209,สระพัฒนา,Sa Phatthana,sa-phatthana,730209,14,73180,14.096,100.043
730206,สระสี่มุม,Sa Si Mum,sa-si-mum,730206,24,73140,14.065,100.003
730207,ทุ่งบัว,Thung Bua,thung-bua,730207,11,73140,14.041,99.935
730205,ทุ่งขวาง,Thung Khwang,thung-khwang,730205,10,73140,13.965,99.963
730201,ทุ่งกระพังโหม,Thung Kraphanghom,thung-kraphanghom,730201,7,73140,13.991,99.983
730203,ทุ่งลูกนก,Thung Luk Nok,thung-luk-nok,730203,23,73140,14.055,99.905
730215,วังน้ำเขียว,Wang Nam Khiao,wang-nam-khiao,730215,14,73140,13.990,100.027
