id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
190306,บัวลอย,Bua Loi,bua-loi,190306,13,18230,14.404,100.851
190309,ห้วยขมิ้น,Huai Khamin,huai-khamin,190309,14,18230,14.381,100.871
190310,ห้วยทราย,Huai Sai,huai-sai,190310,10,18230,14.420,100.933
190304,โคกตูม,Khok Tum,khok-tum,190304,9,18250,14.421,100.784
190305,โคกแย้,Khok Yae,khok-yae,190305,16,18230,14.387,100.928
190303,คชสิทธิ์,Khotchasit,khotchasit,190303,13,18250,14.391,100.807
190302,กุ่มหัก,Kum Hak,kum-hak,190302,12,18140,14.312,100.863
190313,หนองจิก,Nong Chik,nong-chik,190313,13,18230,14.441,100.866
190314,หนองจรเข้,Nong Chorakhe,nong-chorakhe,190314,8,18140,14.334,100.907
190301,หนองแค,Nong Khae,nong-khae,190301,20,18140,14.337,100.869
190312,หนองแขม,Nong Khaem,nong-khaem,190312,8,18140,14.339,100.797
190311,หนองไข่น้ำ,Nong Khai Nam,nong-khai-nam,190311,11,18140,14.360,100.878
190315,หนองนาก,Nong Nak,nong-nak,190315,9,18230,14.444,100.891
190316,หนองปลาหมอ,Nong Pla Mo,nong-pla-mo,190316,9,18140,14.369,100.845
190317,หนองปลิง,Nong Pling,nong-pling,190317,9,18140,14.370,100.829
190318,หนองโรง,Nong Rong,nong-rong,190318,10,18140,14.279,100.865
190307,ไผ่ต่ำ,Phai Tam,phai-tam,190307,8,18140,14.326,100.834
190308,โพนทอง,Phon Thong,phon-thong,190308,9,18250,14.425,100.813
