id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
700408,บ้านไร่,Ban Rai,ban-rai,700408,8,70130,13.606,99.909
700407,บัวงาม,Bua Ngam,bua-ngam,700407,6,70210,13.608,100.016
700401,ดำเนินสะดวก,Damnoen Saduak,damnoen-saduak,700401,10,70130,13.517,99.949
700406,ดอนคลัง,Don Khlang,don-khlang,700406,5,70130,13.619,99.974
700405,ดอนกรวย,Don Kruai,don-kruai,700405,12,70130,13.580,99.971
700413,ดอนไผ่,Don Phai,don-phai,700413,7,70130,13.551,100.009
700412,ขุนพิทักษ์,Khun Phithak,khun-phithak,700412,9,70130,13.509,99.982
700409,แพงพวย,Phaengphuai,phaengphuai,700409,12,70130,13.571,99.925
700402,ประสาทสิทธิ์,Prasat Sit,prasat-sit,700402,6,70210,13.555,100.036
700410,สี่หมื่น,Si Muen,si-muen,700410,8,70130,13.522,99.929
700403,ศรีสุราษฎร์,Si Surat,si-surat,700403,8,70130,13.533,99.984
700404,ตาหลวง,Ta Luang,ta-luang,700404,6,70130,13.504,99.953
700411,ท่านัด,Tha Nat,tha-nat,700411,8,70130,13.544,99.960
