id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
101001,แขวง มีนบุรี,Min Buri,min-buri,101001,0,10510,13.804,100.723
101002,แขวง แสนแสบ,Saen Saep,saen-saep,101002,0,10510,13.812,100.774
