id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
860406,บ้านควน,Ban Khuan,ban-khuan,860406,18,86110,9.850,99.028
860407,บางมะพร้าว,Bang Maphrao,bang-maphrao,860407,14,86110,9.918,99.147
860408,บางน้ำจืด,Bang Nam Chuet,bang-nam-chuet,860408,14,86150,10.022,99.142
860413,หาดยาย,Hat Yai,hat-yai,860413,13,86110,9.960,98.956
860402,ขันเงิน,Khan Ngoen,khan-ngoen,860402,12,86110,9.934,99.074
860411,แหลมทราย,Laem Sai,laem-sai,860411,12,86110,9.962,99.118
860401,หลังสวน,Lang Suan,lang-suan,860401,5,86110,9.950,99.090
860404,นาขา,Na Kha,na-kha,860404,13,86110,10.009,99.081
860405,นาพญา,Na Phaya,na-phaya,860405,19,86110,9.872,99.120
860409,ปากน้ำ,Pak Nam,pak-nam,860409,6,86150,9.955,99.151
860410,พ้อแดง,Pho Daeng,pho-daeng,860410,10,86110,9.926,99.099
860403,ท่ามะพลา,Tha Maphla,tha-maphla,860403,9,86110,9.929,99.045
860412,วังตะกอ,Wang Tako,wang-tako,860412,13,86110,9.986,98.984
