id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
800706,บ้านตูล,Ban Tun,ban-tun,800706,5,80180,8.070,100.000
800701,ชะอวด,Cha-uat,cha-uat,800701,10,80180,7.996,100.020
800709,ควนหนองหงษ์,Khao Phra Thong,khao-phra-thong,800709,6,80180,8.009,99.885
800707,ขอนหาด,Khon Hat,khon-hat,800707,9,80180,7.872,100.059
800704,เคร็ง,Khreng,khreng,800704,11,80180,7.952,100.103
800708,เกาะขันธ์,Khuan Nong Hong,khuan-nong-hong,800708,10,80180,7.910,99.935
800710,เขาพระทอง,Nang Long,nang-long,800710,7,80180,7.974,99.905
800711,นางหลง,Nang Long,nang-long,800711,7,80180,7.901,99.988
800703,ท่าประจะ,Tha Pracha,tha-pracha,800703,6,80180,7.973,99.960
800702,ท่าเสม็ด,Tha Samet,tha-samet,800702,7,80180,7.949,100.017
800705,วังอ่าง,Wang Ang,wang-ang,800705,9,80180,7.927,99.886
