id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
390305,บ้านค้อ,Ban Kho,ban-kho,390305,10,39140,16.855,102.601
390302,บ้านถิ่น,Ban Thin,ban-thin,390302,10,39140,16.987,102.527
390308,โคกม่วง,Khok Muang,khok-muang,390308,9,39140,16.892,102.400
390307,โคกใหญ่,Khok Yai,khok-yai,390307,7,39140,16.809,102.569
390304,กุดดู่,Kut Du,kut-du,390304,14,39140,16.971,102.650
390309,นิคมพัฒนา,Nikhom Phatthana,nikhom-phatthana,390309,11,39140,16.930,102.524
390306,โนนเมือง,Non Mueang,non-mueang,390306,7,39140,16.840,102.437
390301,โนนสัง,Non Sang,non-sang,390301,15,39140,16.872,102.560
390303,หนองเรือ,Nong Ruea,nong-ruea,390303,14,39140,16.844,102.504
390310,ปางกู่,Pang Ku,pang-ku,390310,10,39140,17.003,102.593
