id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
410404,แชแล,Chaelae,chaelae,410404,14,41110,17.153,103.075
410406,เชียงแหว,Chiang Wae,chiang-wae,410406,13,41110,17.198,103.026
410407,ห้วยเกิ้ง,Huai Koeng,huai-koeng,410407,8,41110,17.044,102.934
410415,กุมภวาปี,Kumphawapi,kumphawapi,410415,15,41110,17.112,103.009
410416,หนองหว้า,Nong Wa,nong-wa,410416,11,41110,17.033,102.981
410411,ปะโค,Pa Kho,pa-kho,410411,17,41370,17.056,102.896
410402,พันดอน,Phan Don,phan-don,410402,20,41370,17.137,102.938
410413,ผาสุก,Phasuk,phasuk,410413,10,41370,17.169,102.940
410410,สีออ,Si O,si-o,410410,8,41110,16.995,103.038
410409,เสอเพลอ,Soephloe,soephloe,410409,19,41370,17.202,102.874
410414,ท่าลี่,Tha Li,tha-li,410414,14,41110,16.933,103.064
410401,ตูมใต้,Tum Tai,tum-tai,410401,9,41110,17.084,102.963
410403,เวียงคำ,Wiang Kham,wiang-kham,410403,18,41110,17.097,103.116
