id,name.local,name.en,name.slug,code.id,children_count.subdistrict,geo.lat,geo.lon
8503,กะเปอร์,Kapoe,kapoe-8503,8503,5,9.595,98.469
8504,กระบุรี,Kra Buri,kra-buri-8504,8504,7,10.427,98.793
8502,ละอุ่น,La-un,la-un-8502,8502,7,10.029,98.884
8501,เมืองระนอง,Mueang Ranong,mueang-ranong-8501,8501,9,9.877,98.442
8505,สุขสำราญ,Suk Samran,suk-samran-8505,8505,2,9.401,98.392
