id,name.th,name.en,name.slug,code.dopa,children_count.villages,zip_codes,geo.lat,geo.lon
321206,เกาะแก้ว,Ko Kaeo,ko-kaeo,321206,11,32170,14.958,103.952
321203,กระออม,Kra-om,kra-om,321203,9,32170,15.130,103.968
321207,หมื่นศรี,Muen Si,muen-si,321207,9,32170,15.003,103.968
321204,หนองฮะ,Nong Ha,nong-ha,321204,11,32170,15.097,103.911
321202,หนองไผ่ล้อม,Nong Phai Lom,nong-phai-lom,321202,13,32170,15.020,103.905
321210,ประดู่,Pradu,pradu,321210,10,32170,15.039,103.952
321208,เสม็จ,Samet,samet,321208,8,32170,15.092,103.875
321201,สำโรงทาบ,Samrong Thap,samrong-thap,321201,12,32170,14.989,103.926
321209,สะโน,Sano,sano,321209,9,32170,15.066,103.999
321205,ศรีสุข,Si Suk,si-suk,321205,8,32170,15.070,103.949
