id,name.local,name.en,name.slug,code.id,children_count.subdistrict,geo.lat,geo.lon
5021,ไชยปราการ,Chai Prakan,chai-prakan-5021,5021,4,19.748,99.145
5004,เชียงดาว,Chiang Dao,chiang-dao-5004,5004,7,19.477,98.833
5002,จอมทอง,Chom Thong,chom-thong-5002,5002,6,18.472,98.726
5024,ดอยหล่อ,Doi Lo,doi-lo-5024,5024,4,18.504,98.841
5005,ดอยสะเก็ด,Doi Saket,doi-saket-5005,5005,14,18.841,99.088
5017,ดอยเต่า,Doi Tao,doi-tao-5017,5017,6,18.053,98.626
5009,ฝาง,Fang,fang-5009,5009,6,19.879,99.209
5025,กัลยาณิวัฒนา,Galyani Vadhana,galyani-vadhana-5025,5025,3,18.936,98.38
5015,หางดง,Hang Dong,hang-dong-5015,5015,11,18.689,98.98
5016,ฮอด,Hot,hot-5016,5016,6,18.103,98.583
5010,แม่อาย,Mae Ai,mae-ai-5010,5010,6,19.948,99.28
5003,แม่แจ่ม,Mae Chaem,mae-chaem-5003,5003,7,18.485,98.416
5023,แม่ออน,Mae On,mae-on-5023,5023,6,18.758,99.263
5007,แม่ริม,Mae Rim,mae-rim-5007,5007,11,18.929,98.948
5006,แม่แตง,Mae Taeng,mae-taeng-5006,5006,13,19.144,99.024
5022,แม่วาง,Mae Wang,mae-wang-5022,5022,5,18.554,98.849
5001,เมืองเชียงใหม่,Mueang Chiang Mai,mueang-chiang-mai-5001,5001,15,18.785,98.985
5018,อมก๋อย,Omkoi,omkoi-5018,5018,6,17.43,98.5
5011,พร้าว,Phrao,phrao-5011,5011,11,19.359,99.202
5008,สะเมิง,Samoeng,samoeng-5008,5008,5,18.977,98.739
5013,สันกำแพง,San Kamphaeng,san-kamphaeng-5013,5013,10,18.735,99.136
5012,สันป่าตอง,San Pa Tong,san-pa-tong-5012,5012,11,18.531,98.864
5014,สันทราย,San Sai,san-sai-5014,5014,11,18.857,99.046
5019,สารภี,Saraphi,saraphi-5019,5019,12,18.736,99.059
5020,เวียงแหง,Wiang Haeng,wiang-haeng-5020,5020,3,19.615,98.632
