id,name.th,name.en,name.slug,code.dopa,children_count.subdistricts,children_count.villages,geo.lat,geo.lon
7204,บางปลาม้า,Bang Pla Ma,bang-pla-ma,7204,14,127,14.346,100.140
7203,ด่านช้าง,Dan Chang,dan-chang,7203,7,93,14.937,99.666
7202,เดิมบางนางบวช,Doem Bang Nang Buat,doem-bang-nang-buat,7202,13,115,14.850,99.988
7206,ดอนเจดีย์,Don Chedi,don-chedi,7206,5,50,14.603,99.955
7201,เมืองสุพรรณบุรี,Mueang Suphan Buri,mueang-suphan-buri,7201,20,140,14.471,100.116
7210,หนองหญ้าไซ,Nong Ya Sai,nong-ya-sai,7210,6,66,14.749,99.806
7208,สามชุก,Sam Chuk,sam-chuk,7208,7,68,14.763,100.095
7205,ศรีประจันต์,Si Prachan,si-prachan,7205,9,64,14.661,100.095
7207,สองพี่น้อง,Song Phi Nong,song-phi-nong,7207,15,159,14.225,100.023
7209,อู่ทอง,U Thong,u-thong,7209,13,155,14.322,99.898
