id,name.local,name.en,name.slug,code.id,children_count.subdistrict,geo.lat,geo.lon
5206,แจ้ห่ม,Chae Hom,chae-hom-5206,5206,7,18.726,99.557
5212,ห้างฉัตร,Hang Chat,hang-chat-5212,5212,7,18.337,99.353
5203,เกาะคา,Ko Kha,ko-kha-5203,5203,9,18.196,99.413
5202,แม่เมาะ,Mae Mo,mae-mo-5202,5202,5,18.25,99.807
5209,แม่พริก,Mae Phrik,mae-phrik-5209,5209,4,17.539,99.152
5210,แม่ทะ,Mae Tha,mae-tha-5210,5210,10,18.122,99.477
5201,เมืองลำปาง,Mueang Lampang,mueang-lampang-5201,5201,16,18.29,99.492
5213,เมืองปาน,Mueang Pan,mueang-pan-5213,5213,5,18.797,99.446
5205,งาว,Ngao,ngao-5205,5205,10,18.752,99.996
5204,เสริมงาม,Soem Ngam,soem-ngam-5204,5204,4,18.071,99.244
5211,สบปราบ,Sop Prap,sop-prap-5211,5211,4,17.9,99.421
5208,เถิน,Thoen,thoen-5208,5208,8,17.634,99.212
5207,วังเหนือ,Wang Nuea,wang-nuea-5207,5207,8,19.08,99.649
