id,name.local,name.en,name.slug,code.id,children_count.subdistrict,geo.lat,geo.lon
7103,บ่อพลอย,Bo Phloi,bo-phloi-7103,7103,5,14.485,99.481
7111,ด่านมะขามเตี้ย,Dan Makham Tia,dan-makham-tia-7111,7111,4,13.808,99.44
7113,ห้วยกระเจา,Huai Krachao,huai-krachao-7113,7113,4,14.357,99.764
7110,เลาขวัญ,Lao Khwan,lao-khwan-7110,7110,7,14.648,99.758
7101,เมืองกาญจนบุรี,Mueang Kanchanaburi,mueang-kanchanaburi-7101,7101,11,14.035,99.503
7112,หนองปรือ,Nong Prue,nong-prue-7112,7112,3,14.626,99.527
7107,ทองผาภูมิ,Pha Phum,pha-phum-7107,7107,7,14.735,98.763
7109,พนมทวน,Phanom Thuan,phanom-thuan-7109,7109,8,14.076,99.667
7102,ไทรโยค,Sai Yok,sai-yok-7102,7102,7,14.035,99.287
7108,สังขละบุรี,Sangkhla Buri,sangkhla-buri-7108,7108,3,14.999,98.545
7104,ศรีสวัสดิ์,Si Sawat,si-sawat-7104,7104,6,14.464,99.232
7105,ท่ามะกา,Tha Maka,tha-maka-7105,7105,17,13.954,99.752
7106,ท่าม่วง,Tha Muang,tha-muang-7106,7106,13,13.974,99.625
