id,name.th,name.en,name.slug,code.dopa,children_count.subdistricts,children_count.villages,geo.lat,geo.lon
2002,บ้านบึง,Ban Bueng,ban-bueng,2002,8,115,13.330,101.072
2004,บางละมุง,Bang Lamung,bang-lamung,2004,9,139,12.928,100.805
2010,บ่อทอง,Bo Thong,bo-thong,2010,6,47,13.318,101.308
2011,เกาะจันทร์,Ko Chan,ko-chan,2011,2,27,13.389,101.288
2008,เกาะสีชัง,Ko Sichang,ko-sichang,2008,1,7,13.151,100.809
2001,เมืองชลบุรี,Mueang Chon Buri,mueang-chon-buri,2001,18,190,13.376,100.990
2003,หนองใหญ่,Nong Yai,nong-yai,2003,5,24,13.243,101.347
2005,พานทอง,Phan Thong,phan-thong,2005,11,76,13.544,101.075
2006,พนัสนิคม,Phanat Nikhom,phanat-nikhom,2006,19,190,13.450,101.180
2009,สัตหีบ,Sattahip,sattahip,2009,5,56,12.611,100.889
2007,ศรีราชา,Si Racha,si-racha,2007,8,90,13.174,100.920
